searge,name,side,desc
func_73030_b,getEntitySpawnQueue,0,
func_73031_a,invalidateBlockReceiveRegion,0,"Invalidates an AABB region of blocks from the receive queue, in the event that the block has been modified client-side in the intervening 80 receive ticks."
func_73039_n,getEntityTracker,0,Gets the EntityTracker
func_73040_p,getPlayerManager,0,
func_73041_k,flush,0,Syncs all changes to disk and wait for completion.
func_73042_a,saveLevel,0,Saves the chunks to disk.
func_73043_a,onBlockEventReceived,0,Called to apply a pending BlockEvent to apply to the current world.
func_73044_a,saveAllChunks,0,Saves all chunks to disk while updating progress bar.
func_73045_a,getEntityByID,0,"Returns the Entity with the given ID, or null if it doesn't exist in this World."
func_73046_m,getMinecraftServer,0,Gets the MinecraftServer.
func_73047_i,createBonusChest,0,Creates the bonus chest in the world.
func_73049_a,getAllTileEntityInBox,0,"pars: min x,y,z , max x,y,z"
func_73050_b,uncheckedUpdateEntity,0,direct call to super.updateEntityWithOptionalForce
func_73051_P,resetRainAndThunder,0,
func_73052_b,createSpawnPosition,0,"creates a spawn position at random within 256 blocks of 0,0"
func_73053_d,wakeAllPlayers,0,
func_73054_j,getEntrancePortalLocation,0,Gets the hard-coded portal location to use when entering this dimension.
func_73055_Q,sendAndApplyBlockEvents,0,Send and apply locally all pending BlockEvents to each player with 64m radius of the event.
func_73056_e,areAllPlayersAsleep,0,
func_73057_a,spawnRandomCreature,0,only spawns creatures allowed by the chunkProvider
func_73073_c,cancelDestroyingBlock,0,note: this ignores the pars passed in and continues to destroy the onClickedBlock
func_73074_a,onBlockClicked,0,"if not creative, it calls destroyBlockInWorldPartially untill the block is broken first. par4 is the specific side. tryHarvestBlock can also be the result of this call"
func_73075_a,updateBlockRemoving,0,
func_73076_a,setGameType,0,
func_73077_b,initializeGameType,0,if the gameType is currently NOT_SET then change it to par1
func_73078_a,activateBlockOrUseItem,0,"Activate the clicked on block, otherwise use the held item. Args: player, world, itemStack, x, y, z, side, xOffset, yOffset, zOffset"
func_73079_d,removeBlock,0,Removes a block and triggers the appropriate events
func_73080_a,setWorld,0,Sets the world instance.
func_73081_b,getGameType,0,
func_73082_a,uncheckedTryHarvestBlock,0,
func_73083_d,isCreative,0,Get if we are in creative game mode.
func_73084_b,tryHarvestBlock,0,Attempts to harvest a block at the given coordinate
func_73085_a,tryUseItem,0,Attempts to right-click use an item by the given EntityPlayer in the given World
func_73101_e,sendDemoReminder,0,Sends a message to the player reminding them that this is the demo version
func_73106_e,getPartialBlockDamage,0,
func_73107_a,setPartialBlockDamage,0,"inserts damage value into this partially destroyed Block. -1 causes client renderer to delete it, otherwise ranges from 1 to 10"
func_73108_d,getPartialBlockZ,0,
func_73109_c,getPartialBlockY,0,
func_73110_b,getPartialBlockX,0,
func_73116_b,sendPacketToAllAssociatedPlayers,0,"if this is a player, then it recieves the message also"
func_73117_b,tryStartWachingThis,0,if the player is more than the distance threshold (typically 64) then the player is removed instead
func_73118_a,removeFromWatchingList,0,
func_73119_a,informAllAssociatedPlayersOfItemDestruction,0,
func_73120_a,sendPacketToAllTrackingPlayers,0,"if this is a player, then it is not informed"
func_73121_d,isPlayerWatchingThisChunk,0,
func_73122_a,sendLocationToAllClients,0,"also sends velocity, rotation, and riding info."
func_73123_c,removePlayerFromTracker,0,
func_73124_b,getPacketForThisEntity,0,
func_73125_b,sendEventsToPlayers,0,
func_73148_d,makeString,0,Converts the instance data to a readable string.
func_73149_a,chunkExists,0,"Checks to see if a chunk exists at x, y"
func_73150_a,findClosestStructure,0,Returns the location of the closest structure of the specified type. If not found returns null.
func_73151_a,saveChunks,0,"Two modes of operation: if passed true, save all Chunks in one go.  If passed false, save up to two chunks.  Return true if all chunks have been saved."
func_73152_e,getLoadedChunkCount,0,
func_73153_a,populate,0,Populates chunk with ores etc etc
func_73154_d,provideChunk,0,"Will return back a chunk, if it doesn't exist and its not a MP client it will generates all the blocks for the specified chunk from the map seed and chunk seed"
func_73155_a,getPossibleCreatures,0,Returns a list of creatures of the specified type that can spawn at the given location.
func_73156_b,unloadQueuedChunks,0,Unloads chunks that are marked to be unloaded. This is not guaranteed to unload every such chunk.
func_73157_c,canSave,0,Returns if the IChunkProvider supports saving.
func_73158_c,loadChunk,0,loads or generates the chunk at the chunk location specified
func_73164_a,initializeNoiseField,0,"generates a subset of the level's terrain data. Takes 7 arguments: the [empty] noise array, the position, and the size."
func_73165_a,generateNetherTerrain,0,Generates the shape of the terrain in the nether.
func_73166_b,replaceBlocksForBiome,0,name based on ChunkProviderGenerate
func_73187_a,initializeNoiseField,0,"generates a subset of the level's terrain data. Takes 7 arguments: the [empty] noise array, the position, and the size."
func_73188_b,replaceBlocksForBiome,0,
func_73189_a,generateTerrain,0,
func_73205_a,initializeNoiseField,0,"generates a subset of the level's terrain data. Takes 7 arguments: the [empty] noise array, the position, and the size."
func_73206_a,generateTerrain,0,Generates the shape of the terrain for the chunk though its all stone though the water is frozen if the temperature is low enough
func_73207_a,replaceBlocksForBiome,0,Replaces the stone that was placed in with blocks that match the biome
func_73234_b,unloadChunk,0,Unload chunk from ChunkProviderClient's hashmap. Called in response to a Packet50PreChunk with its mode field set to false
func_73239_e,safeLoadChunk,0,"used by loadChunk, but catches any exceptions if the load fails."
func_73240_a,unloadAllChunks,0,"marks all chunks for unload, ignoring those near the spawn"
func_73241_b,unloadChunksIfNotNearSpawn,0,"marks chunk for unload by ""unload100OldestChunks""  if there is no spawn point, or if the center of the chunk is outside 200 blocks (x or z) of the spawn"
func_73242_b,safeSaveChunk,0,"used by saveChunks, but catches any exceptions if the save fails."
func_73243_a,safeSaveExtraChunkData,0,"used by saveChunks, but catches any exceptions if the save fails."
func_73252_b,sendThisChunkToPlayer,0,
func_73253_a,getChunkLocation,0,
func_73254_a,sendChunkUpdate,0,
func_73255_a,addPlayerToChunkWatchingList,0,called for all chunks within the visible radius of the player
func_73256_a,sendToAllPlayersWatchingChunk,0,
func_73257_a,sendTileToAllPlayersWatchingChunk,0,
func_73258_b,getPlayersInChunk,0,
func_73259_a,flagChunkForUpdate,0,
func_73266_a,writePacket,0,"Writes a packet, prefixed by its ID, to the data stream."
func_73267_a,readPacketData,0,Abstract. Reads the raw packet data from the data stream.
func_73268_a,containsSameEntityIDAs,0,eg return packet30entity.entityId == entityId; WARNING : will throw if you compare a packet to a different packet class
func_73269_d,getNewPacket,0,Returns a new instance of the specified Packet class.
func_73270_a,writeItemStack,0,"Writes the ItemStack's ID (short), then size (byte), then damage. (short)"
func_73271_a,writeString,0,Writes a String to the DataOutputStream
func_73272_a,readPacket,0,"Read a packet, prefixed by its ID, from the data stream."
func_73273_a,writePacketData,0,Abstract. Writes the raw packet data to the data stream.
func_73274_a,writeByteArray,0,Writes a byte array to the DataOutputStream
func_73275_a,writeNBTTagCompound,0,Writes a compressed NBTTagCompound to the OutputStream
func_73276_c,readItemStack,0,Reads a ItemStack from the InputStream
func_73277_a_,canProcessAsync,0,"If this returns true, the packet may be processed on any thread; otherwise it is queued for the main thread to handle."
func_73278_e,isRealPacket,0,"only false for the abstract Packet class, all real packets return true"
func_73279_a,processPacket,0,Passes this Packet on to the NetHandler for processing.
func_73280_b,readBytesFromStream,0,the first short in the stream indicates the number of bytes to read
func_73281_k,getPacketId,0,Returns the ID of this packet.
func_73282_a,readString,0,Reads a string from a packet
func_73283_d,readNBTTagCompound,0,Reads a compressed NBTTagCompound from the InputStream
func_73284_a,getPacketSize,0,Abstract. Return the size of the packet (not counting the header).
func_73285_a,addIdClassMapping,0,Adds a two way mapping between the packet ID and packet class.
func_73302_b,getVerifyToken,0,Return verifyToken
func_73303_a,getSharedKey,0,"Return secretKey, decrypting it from the sharedSecret byte array if needed"
func_73304_d,getSharedKey,0,Return the secret AES sharedKey (used by client only)
func_73320_h,getPosZ,0,Gets the Z position of the block
func_73321_f,getPosX,0,Gets the X position of the block
func_73322_d,getEntityId,0,Gets the ID of the entity breaking the block
func_73323_i,getDestroyedStage,0,Gets how far destroyed this block is
func_73324_g,getPosY,0,Gets the Y position of the block
func_73346_h,isCreativeMode,0,
func_73347_i,getFlySpeed,0,
func_73348_g,getAllowFlying,0,
func_73349_b,setFlying,0,Sets whether we're currently flying or not.
func_73350_f,getFlying,0,
func_73351_a,setFlySpeed,0,Sets the flying speed.
func_73352_d,getDisableDamage,0,
func_73353_a,setDisableDamage,0,Sets whether damage is disabled or not.
func_73354_c,setAllowFlying,0,
func_73355_b,setWalkSpeed,0,Sets the walking speed.
func_73356_d,setCreativeMode,0,
func_73376_f,getPublicKey,0,
func_73377_d,getServerId,0,
func_73378_g,getVerifyToken,0,
func_73391_d,getMetadata,0,
func_73397_d,getItemSlot,0,Gets the item in the slot format (an ItemStack)
func_73401_h,getDirection,0,
func_73402_f,getYPosition,0,
func_73403_d,getXPosition,0,
func_73404_l,getYOffset,0,Returns the offset from yPosition where the actual click took place
func_73405_i,getItemStack,0,
func_73406_j,getXOffset,0,Returns the offset from xPosition where the actual click took place
func_73407_g,getZPosition,0,
func_73408_m,getZOffset,0,Returns the offset from zPosition where the actual click took place
func_73453_d,getProtocolVersion,0,Returns the protocol version.
func_73454_f,getUsername,0,Returns the username.
func_73459_d,getLanguage,0,
func_73460_h,getChatColours,0,
func_73461_f,getRenderDistance,0,
func_73462_i,getDifficulty,0,
func_73463_g,getChatVisibility,0,
func_73473_d,getText,0,
func_73475_d,getIsServer,0,Get whether this is a server
func_73489_c,getMetadata,0,
func_73509_c,getWatchedMetadata,0,
func_73568_g,getEffectY,0,
func_73569_h,getEffectZ,0,
func_73570_d,getSoundName,0,
func_73571_i,getVolume,0,
func_73572_f,getEffectX,0,
func_73573_j,getPitch,0,Gets the pitch divided by 63 (63 is 100%)
func_73580_b,getChunkPosZ,0,
func_73581_d,getNumberOfChunkInPacket,0,
func_73582_a,getChunkPosX,0,
func_73583_c,getChunkCompressedData,0,
func_73593_d,getCompressedChunkData,0,
func_73594_a,getMapChunkData,0,
func_73607_d,getPlayerVelocityX,0,Gets the X velocity of the player being pushed by the explosion.
func_73608_g,getPlayerVelocityZ,0,Gets the Z velocity of the player being pushed by the explosion.
func_73609_f,getPlayerVelocityY,0,Gets the Y velocity of the player being pushed by the explosion.
func_73660_a,update,0,Updates the JList with a new model.
func_73665_c,getPropertiesFile,0,Returns this PropertyManager's file object used for property saving.
func_73666_a,logMessageAndSave,0,logs an info message then calls saveSettingsToFile Yes this appears to be a potential stack overflow - these 2 functions call each other repeatdly if an exception occurs.
func_73667_a,setProperty,0,Saves an Object with the given property name.
func_73668_b,saveProperties,0,Writes the properties to the properties file.
func_73669_a,getIntProperty,0,"Gets an integer property. If it does not exist, set it to the specified value."
func_73670_a,getBooleanProperty,0,"Gets a boolean property. If it does not exist, set it to the specified value."
func_73671_a,getProperty,0,"Gets a property. If it does not exist, set it to the specified value."
func_73680_d,getBanEndDate,0,
func_73681_a,setBanStartDate,0,null == start ban now
func_73682_e,hasBanExpired,0,
func_73683_b,getBanStartDate,0,
func_73684_a,getBannedUsername,0,
func_73685_g,buildBanString,0,
func_73686_f,getBanReason,0,
func_73687_a,setBannedBy,0,
func_73688_c,parse,0,
func_73689_b,setBanReason,0,
func_73690_c,getBannedBy,0,
func_73691_b,setBanEndDate,0,
func_73703_b,saveToFile,0,par1: include header
func_73704_a,isBanned,0,
func_73705_d,removeExpiredBans,0,
func_73706_a,put,0,
func_73707_e,loadBanList,0,"Loads the ban list from the file (adds every entry, does not clear the current list)."
func_73708_a,setListActive,0,
func_73709_b,remove,0,
func_73710_b,isListActive,0,
func_73711_f,saveToFileWithHeader,0,
func_73712_c,getBannedList,0,removes expired Bans before returning
func_73717_a,onNoMoreProgress,0,"called when there is no more progress to be had, both on completion and failure"
func_73718_a,setLoadingProgress,0,Updates the progress bar on the loading screen to the specified amount. Args: loadProgress
func_73719_c,resetProgresAndWorkingMessage,0,"This is called with ""Working..."" by resetProgressAndMessage"
func_73720_a,displayProgressMessage,0,"""Saving level"", or the loading,or downloading equivelent"
func_73721_b,resetProgressAndMessage,0,"this string, followed by ""working..."" and then the ""% complete"" are the 3 lines shown. This resets progress to 0, and the WorkingString to ""working...""."
func_73728_b,drawVerticalLine,0,
func_73729_b,drawTexturedModalRect,0,"Draws a textured rectangle at the stored z-value. Args: x, y, u, v, width, height"
func_73730_a,drawHorizontalLine,0,
func_73731_b,drawString,0,Renders the specified text to the screen.
func_73732_a,drawCenteredString,0,"Renders the specified text to the screen, center-aligned."
func_73733_a,drawGradientRect,0,Draws a rectangle with a vertical gradient between the specified colors.
func_73734_a,drawRect,0,"Draws a solid color rectangle with the specified coordinates and color. Args: x1, y1, x2, y2, color"
func_73736_c,mousePressed,0,Returns true if the mouse has been pressed on this control. Equivalent of MouseListener.mousePressed(MouseEvent e).
func_73737_a,drawButton,0,Draws this button to the screen.
func_73738_a,getHoverState,0,"Returns 0 if the button is disabled, 1 if the mouse is NOT hovering over this button and 2 if it IS hovering over this button."
func_73739_b,mouseDragged,0,Fired when the mouse button is dragged. Equivalent of MouseListener.mouseDragged(MouseEvent e).
func_73740_a,mouseReleased,0,Fired when the mouse button is released. Equivalent of MouseListener.mouseReleased(MouseEvent e).
func_73753_a,returnEnumOptions,0,
func_73756_b,getSentMessages,0,Gets the list of messages previously sent through the chat GUI
func_73757_a,addTranslatedMessage,0,Adds a message to the chat after translating to the client's locale.
func_73758_b,scroll,0,Scrolls the chat by the given number of lines.
func_73759_c,deleteChatLine,0,finds and deletes a Chat line by ID
func_73760_d,getChatOpen,0,@return {@code true} if the chat GUI is open
func_73761_a,clearChatMessages,0,Clears the chat.
func_73762_a,drawChat,0,
func_73763_a,printChatMessageWithOptionalDeletion,0,"prints the String to Chat. If the ID is not 0, deletes an existing Chat Line of that ID from the GUI"
func_73764_c,resetScroll,0,Resets the chat scroll (executed when the GUI is closed)
func_73765_a,printChatMessage,0,takes a String and prints it to chat
func_73767_b,addToSentMessages,0,"Adds this string to the list of sent messages, for recall using the up/down arrow keys"
func_73773_a,draw,0,
func_73774_a,update,0,
func_73777_b,deleteFromCursor,0,"delete the selected text, otherwsie deletes characters from either side of the cursor. params: delete num"
func_73778_q,getVisible,0,@return {@code true} if this textbox is visible
func_73779_a,deleteWords,0,Deletes the specified number of words starting at the cursor position. Negative numbers will delete words left of the cursor.
func_73780_a,updateCursorCounter,0,Increments the cursor counter
func_73781_b,getText,0,Returns the text beign edited on the textbox.
func_73782_a,setText,0,Sets the text of the textbox.
func_73783_i,getEnableBackgroundDrawing,0,get enable drawing background and outline
func_73784_d,moveCursorBy,0,Moves the text cursor by a specified number of characters and clears the selection
func_73785_a,getNthWordFromPos,0,"gets the position of the nth word. N may be negative, then it looks backwards. params: N, position"
func_73786_a,setEnableBackgroundDrawing,0,enable drawing background and outline
func_73787_n,getSelectionEnd,0,"the side of the selection that is not the cursor, maye be the same as the cursor"
func_73788_c,getNthWordFromCursor,0,"see @getNthNextWordFromPos() params: N, position"
func_73789_c,drawCursorVertical,0,draws the vertical line cursor in the textbox
func_73790_e,setVisible,0,Sets whether or not this textbox is visible
func_73791_e,setCursorPosition,0,sets the position of the cursor to the provided index
func_73792_b,writeText,0,"replaces selected text, or inserts text at the position on the cursor"
func_73793_a,mouseClicked,0,"Args: x, y, buttonClicked"
func_73794_g,setTextColor,0,Sets the text colour for this textbox (disabled text will not use this colour)
func_73795_f,drawTextBox,0,Draws the textbox
func_73796_b,setFocused,0,setter for the focused field
func_73797_d,setCursorPositionZero,0,sets the cursors position to the beginning
func_73799_h,getCursorPosition,0,returns the current position of the cursor
func_73800_i,setSelectionPos,0,Sets the position of the selection anchor (i.e. position the selection was started at)
func_73801_o,getWidth,0,returns the width of the textbox depending on if the the box is enabled
func_73802_a,textboxKeyTyped,0,Call this method from you GuiScreen to process the keys into textbox.
func_73803_e,setCursorPositionEnd,0,sets the cursors position to after the text
func_73804_f,setMaxStringLength,0,
func_73805_d,setCanLoseFocus,0,if true the textbox can lose focus by clicking elsewhere on the screen
func_73806_l,isFocused,0,getter for the focused field
func_73807_c,getSelectedtext,0,@return returns the text between the cursor and selectionEnd
func_73808_g,getMaxStringLength,0,returns the maximum number of character that can be contained in this textbox
func_73827_b,getChatGUI,0,"returns a pointer to the persistant Chat GUI, containing all previous chat messages and such"
func_73828_d,renderBossHealth,0,Renders dragon's (boss) health on the HUD
func_73829_a,renderVignette,0,"Renders the vignette. Args: vignetteBrightness, width, height"
func_73830_a,renderGameOverlay,0,"Render the ingame overlay with quick icon bar, ..."
func_73831_a,updateTick,0,The update tick for the ingame UI
func_73832_a,renderInventorySlot,0,"Renders the specified item of the inventory slot at the specified location. Args: slot, x, y, partialTick"
func_73833_a,setRecordPlayingMessage,0,
func_73834_c,getUpdateCounter,0,
func_73835_b,renderPortalOverlay,0,"Renders the portal overlay. Args: portalStrength, width, height"
func_73836_a,renderPumpkinBlur,0,
func_73846_a,queueTakenAchievement,0,Queue a taken achievement to be displayed.
func_73847_a,updateAchievementWindow,0,"Updates the small achievement tooltip window, showing a queued achievement if is needed."
func_73848_b,queueAchievementInformation,0,Queue a information about a achievement to be displayed.
func_73849_b,updateAchievementWindowScale,0,Update the display of the achievement window to match the game window.
func_73859_b,drawWorldBackground,0,
func_73860_n,handleKeyboardInput,0,Handles keyboard input.
func_73861_o,isCtrlKeyDown,0,
func_73862_m,handleInput,0,Delegates mouse and keyboard input.
func_73863_a,drawScreen,0,Draws the screen and all the components in it.
func_73864_a,mouseClicked,0,Called when the mouse is clicked.
func_73865_d,setClipboardString,0,store a string in the system clipboard
func_73866_w_,initGui,0,Adds the buttons (and other controls) to the screen in question.
func_73867_d,handleMouseInput,0,Handles mouse input.
func_73868_f,doesGuiPauseGame,0,Returns true if this GUI should pause the game when it is displayed in single-player
func_73869_a,keyTyped,0,Fired when a key is typed. This is the equivalent of KeyListener.keyTyped(KeyEvent e).
func_73870_l,getClipboardString,0,Returns a string stored in the system clipboard.
func_73871_c,drawBackground,0,Draws the background (i is always 0 as of 1.2.2)
func_73872_a,setWorldAndResolution,0,Causes the screen to lay out its subcomponents again. This is the equivalent of the Java call Container.validate()
func_73873_v_,drawDefaultBackground,0,Draws either a gradient over the background screen (when it exists) or a flat gradient over background.png
func_73874_b,onGuiClosed,0,Called when the screen is unloaded. Used to disable keyboard repeat events
func_73875_a,actionPerformed,0,Fired when a control is clicked. This is the equivalent of ActionListener.actionPerformed(ActionEvent e).
func_73876_c,updateScreen,0,Called from the main game loop to update the screen.
func_73877_p,isShiftKeyDown,0,
func_73878_a,confirmClicked,0,
func_73879_b,mouseMovedOrUp,0,"Called when the mouse is moved or a mouse button is released.  Signature: (mouseX, mouseY, which) which==-1 is mouseMove, which==0 or which==1 is mouseUp"
func_73892_a,getSentHistory,0,"input is relative and is applied directly to the sentHistoryCursor so -1 is the previous message, 1 is the next message from the current cursor position"
func_73895_u_,completePlayerName,0,Autocompletes player name
func_73906_g,wakeEntity,0,Wakes the entity from the bed
func_73907_g,getLeftBorder,0,Gets the distance from the left border of the window to left border of the controls screen
func_73912_g,makeUseableName,0,"Makes a the name for a world save folder based on your world name, replacing specific characters for _s and appending -s to the end until a free name is available."
func_73914_h,updateButtonText,0,
func_73945_e,copyLinkToClipboard,0,Copies the link to the system clipboard.
func_73968_a,rotateAndBlurSkybox,0,Rotate and blurs the skybox view in the main menu
func_73969_a,addSingleplayerMultiplayerButtons,0,Adds Singleplayer and Multiplayer buttons on Main Menu for players who have bought the game.
func_73970_b,drawPanorama,0,Draws the main menu panorama
func_73971_c,renderSkybox,0,Renders the skybox in the main menu
func_73972_b,addDemoButtons,0,Adds Demo buttons on Main Menu for players who are playing Demo.
func_73985_g,respawnPlayer,0,Respawns the player.
func_74002_a,connectToServer,0,
func_74003_b,getListOfLanServers,0,
func_74004_a,joinServer,0,Join server by slot index
func_74005_e,getButtonEdit,0,Return buttonEdit GuiButton
func_74006_a,getInternetServerList,0,
func_74009_a,getAndSetLagTooltip,0,
func_74010_g,getTicksOpened,0,
func_74011_h,getLock,0,Returns the lock object for use with synchronized()
func_74012_i,getThreadsPending,0,
func_74014_d,getButtonSelect,0,Return buttonSelect GuiButton
func_74015_a,getAndSetSelectedServer,0,
func_74016_g,initGuiControls,0,Populate the GuiScreen controlList
func_74018_k,decreaseThreadsPending,0,
func_74019_f,getButtonDelete,0,Return buttonDelete GuiButton
func_74020_c,getSelectedServer,0,
func_74021_j,increaseThreadsPending,0,
func_74042_b,getDoneButton,0,Returns the private doneButton field.
func_74043_a,getGameSettings,0,Gets the relevant instance of GameSettings. Synthetic method for use in GuiSlotLanguage
func_74059_d,getRenameButton,0,returns the rename button
func_74061_a,getDeleteWorldScreen,0,"Gets a GuiYesNo screen with the warning, buttons, etc."
func_74062_b,getSelectedWorld,0,returns the world currently selected
func_74063_d,getSaveName,0,returns the name of the saved game
func_74064_e,selectWorld,0,Gets the selected world.
func_74065_g,initButtons,0,intilize the buttons for this GUI
func_74068_a,getSize,0,
func_74069_a,getSaveFileName,0,returns the file name of the specified save number
func_74070_c,getSelectButton,0,returns the select button
func_74071_e,getDeleteButton,0,returns the delete button
func_74072_a,onElementSelected,0,called whenever an element in this gui is selected
func_74073_h,loadSaves,0,loads the saves
func_74109_g,drawTitle,0,"Draws the ""Achievements"" title at the top of the GUI."
func_74110_b,genAchievementBackground,0,
func_74127_c,getStatsFileWriter,0,
func_74128_e,getFontRenderer3,0,there are 11 identical methods like this
func_74129_h,getFontRenderer4,0,there are 11 identical methods like this
func_74130_a,getMinecraft,0,
func_74131_a,drawItemSprite,0,Draws the item sprite on top of the background sprite.
func_74132_d,getFontRenderer2,0,there are 11 identical methods like this
func_74133_g,getMinecraft2,0,exactly the same as 27141 and 27143
func_74134_a,drawSprite,0,Draws a sprite from /gui/slot.png.
func_74135_j,getFontRenderer6,0,there are 11 identical methods like this
func_74136_b,drawGradientRect1,0,exactly the same as 27129
func_74137_c,drawItemSprite,0,Draws the item sprite on top of the background sprite.
func_74138_c,drawSprite,0,Draws a sprite from /gui/slot.png.
func_74139_f,getMinecraft1,0,exactly the same as 27141
func_74140_n,getFontRenderer10,0,there are 11 identical methods like this
func_74141_m,getFontRenderer9,0,there are 11 identical methods like this
func_74142_b,drawButtonBackground,0,Draws a gray box that serves as a button background.
func_74143_g,addHeaderButtons,0,Creates the buttons that appear at the top of the Stats GUI.
func_74144_o,getFontRenderer11,0,there are 11 identical methods like this
func_74145_b,getFontRenderer1,0,there are 11 identical methods like this
func_74146_i,getFontRenderer5,0,there are 11 identical methods like this
func_74147_l,getFontRenderer8,0,there are 11 identical methods like this
func_74148_k,getFontRenderer7,0,there are 11 identical methods like this
func_74149_a,drawGradientRect,0,
func_74161_g,updateButtons,0,
func_74163_a,sendBookToServer,0,
func_74164_b,keyTypedInBook,0,Processes keystrokes when editing the text of a book
func_74165_h,addNewPage,0,
func_74184_a,drawItemStackTooltip,0,
func_74185_a,drawGuiContainerBackgroundLayer,0,Draw the background layer for the GuiContainer (everything behind the items)
func_74186_a,isMouseOverSlot,0,Returns if the passed mouse position is over the specified slot.
func_74187_b,getSlotAtPosition,0,Returns the slot at the given coordinates or null if there is none.
func_74188_c,isPointInRegion,0,"Args: left, top, width, height, pointX, pointY. Note: left, top are local to Gui, pointX, pointY are local to screen"
func_74189_g,drawGuiContainerForegroundLayer,0,Draw the foreground layer for the GuiContainer (everything in front of the items)
func_74190_a,drawCreativeTabHoveringText,0,"Draws the text when mouse is over creative inventory tab. Params: current creative tab to be checked, current mouse x position, current mouse y position."
func_74191_a,handleMouseClick,0,
func_74192_a,drawSlotInventory,0,Draws an inventory slot
func_74199_h,getIMerchant,0,Gets the Instance of IMerchant interface.
func_74221_h,displayDebuffEffects,0,Displays debuff/potion effects that are currently being applied to the player
func_74223_a,drawPlayerOnGui,0,
func_74226_k,needsScrollBars,0,returns (if you are not on the inventoryTab) and (the flag isn't set) and( you have more than 1 page of items)
func_74227_b,setCurrentCreativeTab,0,
func_74228_j,updateCreativeSearch,0,
func_74229_i,getInventory,0,Returns the creative inventory
func_74231_b,renderCreativeInventoryHoveringText,0,"Renders the creative inventory hovering text if mouse is over it. Returns true if did render or false otherwise. Params: current creative tab to be checked, current mouse x position, current mouse y position."
func_74233_a,renderCreativeTab,0,Renders passed creative inventory tab into the screen.
func_74252_a,setNetClientHandler,0,Sets the NetClientHandler.
func_74253_d,getNetClientHandler,0,Gets the NetClientHandler.
func_74255_a,spawnNewServerThread,0,
func_74257_b,isCancelled,0,
func_74275_a,updateTimer,0,Updates all fields of the Timer using the current time
func_74291_a,saveScreenshot,0,Takes a screenshot and saves it to the screenshots directory. Returns the filename of the screenshot.
func_74296_a,getOptionFloatValue,0,
func_74297_c,getKeyBinding,0,Gets a key binding.
func_74298_c,getKeyDisplayString,0,Represents a key or mouse button as a string. Args: key
func_74299_a,getTranslation,0,"Returns the translation of the given index in the given String array. If the index is smaller than 0 or greater than/equal to the length of the String array, it is changed to 0."
func_74300_a,loadOptions,0,Loads the options from the options file. It appears that this has replaced the previous 'loadOptions'
func_74301_b,getOptionDisplayString,0,The string that appears inside the button/slider in the options menu.
func_74302_a,getKeyBindingDescription,0,
func_74303_b,saveOptions,0,Saves the options to the options file.
func_74304_a,setOptionFloatValue,0,"If the specified option is controlled by a slider (float value), this will set the float value."
func_74305_a,parseFloat,0,Parses a string into a float.
func_74306_a,setOptionValue,0,"For non-float options. Toggles the option on/off, or cycles through the list i.e. render distances."
func_74307_a,setKeyBinding,0,Sets a key binding.
func_74308_b,getOptionOrdinalValue,0,
func_74309_c,shouldRenderClouds,0,Should render clouds
func_74371_a,checkARBOcclusion,0,Checks if we support OpenGL occlusion.
func_74372_a,grabMouseCursor,0,Grabs the mouse cursor it doesn't move and isn't seen.
func_74373_b,ungrabMouseCursor,0,Ungrabs the mouse cursor so it can be moved and set it to the center of the screen
func_74374_c,mouseXYChange,0,
func_74378_d,getEnumString,0,
func_74379_a,getEnumOptions,0,
func_74380_a,getEnumFloat,0,
func_74381_c,returnEnumOrdinal,0,
func_74382_b,getEnumBoolean,0,
func_74420_a,getLWJGLVersion,0,
func_74423_d,serverShutdown,0,Shuts down the server. (Only actually used on the server)
func_74424_a,networkShutdown,0,"Shuts down the network with the specified reason. Closes all streams and sockets, spawns NetworkMasterThread to stop reading and writing threads."
func_74425_a,setNetHandler,0,Sets the NetHandler for this NetworkManager. Server-only.
func_74426_e,packetSize,0,returns 0 for memoryConnections
func_74427_a,wakeThreads,0,Wakes reader and writer threads
func_74428_b,processReadPackets,0,Checks timeouts and processes all pending read packets.
func_74429_a,addToSendQueue,0,Adds the packet to the correct send queue (chunk data packets go to a separate queue).
func_74430_c,getSocketAddress,0,Return the InetSocketAddress of the remote endpoint
func_74431_f,closeConnections,0,
func_74432_i,getPairedConnection,0,
func_74433_h,isGamePaused,0,
func_74434_a,pairWith,0,
func_74435_g,isConnectionActive,0,
func_74436_b,processOrCachePacket,0,"acts immiditally if isWritePacket, otherwise adds it to the readCache to be processed next tick"
func_74437_a,setGamePaused,0,
func_74446_k,encryptOuputStream,0,flushes the stream and replaces it with an encryptedOutputStream
func_74447_i,readPacket,0,"Reads a single packet from the input stream and adds it to the read queue. If no packet is read, it shuts down the network."
func_74448_j,decryptInputStream,0,
func_74449_b,isServerTerminating,0,Is the server terminating? Client side aways returns false.
func_74450_c,readNetworkPacket,0,Static accessor to readPacket.
func_74451_d,sendNetworkPacket,0,Static accessor to sendPacket.
func_74452_g,getSocket,0,
func_74453_e,getOutputStream,0,
func_74455_a,onNetworkError,0,Used to report network errors and causes a network shutdown.
func_74456_f,isTerminating,0,Gets whether the Network manager is terminating.
func_74457_g,getReadThread,0,Returns the read thread.
func_74458_a,sendError,0,Sends the network manager an error
