field_73138_k,motionY,0,
field_73139_h,lastPitch,0,
field_73140_i,lastHeadMotion,0,
field_73141_v,ridingEntity,0,
field_73142_u,ticksSinceLastForcedTeleport,0,"every 400 ticks a  full teleport packet is sent, rather than just a ""move me +x"" command, so that position remains fully synced."
field_73143_t,sendVelocityUpdates,0,
field_73144_s,isDataInitialized,0,set to true on first sendLocationToClients
field_73145_r,posZ,0,
field_73146_q,posY,0,
field_73147_p,posX,0,
field_73161_b,random,0,
field_73163_a,worldObj,0,
field_73167_f,noiseData3,0,
field_73168_g,noiseData4,0,
field_73169_d,noiseData1,0,
field_73170_e,noiseData2,0,
field_73171_b,netherNoiseGen7,0,
field_73172_c,genNetherBridge,0,
field_73173_a,netherNoiseGen6,0,
field_73174_n,netherrackExculsivityNoiseGen,0,Determines whether something other than nettherack can be generated at a location
field_73175_o,worldObj,0,Is the world that the nether is getting generated.
field_73176_l,netherNoiseGen3,0,
field_73177_m,slowsandGravelNoiseGen,0,Determines whether slowsand or gravel can be generated at a location
field_73178_j,netherNoiseGen1,0,A NoiseGeneratorOctaves used in generating nether terrain
field_73179_k,netherNoiseGen2,0,
field_73180_h,noiseData5,0,
field_73181_i,hellRNG,0,
field_73182_t,netherCaveGenerator,0,
field_73183_s,netherrackExclusivityNoise,0,Holds the noise used to determine whether something other than netherrack can be generated at a location
field_73184_r,gravelNoise,0,
field_73185_q,slowsandNoise,0,Holds the noise used to determine whether slowsand can be generated at a location
field_73186_p,noiseField,0,
field_73190_f,noiseData4,0,
field_73191_g,noiseData5,0,
field_73192_d,noiseData2,0,
field_73193_e,noiseData3,0,
field_73194_b,noiseGen5,0,
field_73195_c,noiseData1,0,
field_73196_a,noiseGen4,0,
field_73197_n,densities,0,
field_73198_o,biomesForGeneration,0,The biomes that are used to generate the chunk
field_73199_l,noiseGen3,0,
field_73200_m,endWorld,0,
field_73201_j,noiseGen1,0,
field_73202_k,noiseGen2,0,
field_73204_i,endRNG,0,
field_73208_f,noise2,0,A double array that hold terrain noise from noiseGen2
field_73209_g,noise5,0,A double array that hold terrain noise from noiseGen5
field_73210_d,noise3,0,A double array that hold terrain noise from noiseGen3
field_73211_e,noise1,0,A double array that hold terrain noise
field_73212_b,noiseGen6,0,A NoiseGeneratorOctaves used in generating terrain
field_73213_c,mobSpawnerNoise,0,
field_73214_a,noiseGen5,0,A NoiseGeneratorOctaves used in generating terrain
field_73215_n,noiseGen3,0,A NoiseGeneratorOctaves used in generating terrain
field_73216_o,noiseGen4,0,A NoiseGeneratorOctaves used in generating terrain
field_73217_l,noiseGen1,0,A NoiseGeneratorOctaves used in generating terrain
field_73218_m,noiseGen2,0,A NoiseGeneratorOctaves used in generating terrain
field_73220_k,rand,0,RNG.
field_73221_h,noise6,0,A double array that holds terrain noise from noiseGen6
field_73222_i,parabolicField,0,Used to store the 5x5 parabolic field that is used during terrain generation.
field_73223_w,mineshaftGenerator,0,Holds Mineshaft Generator
field_73224_v,villageGenerator,0,Holds Village Generator
field_73225_u,strongholdGenerator,0,Holds Stronghold Generator
field_73226_t,caveGenerator,0,
field_73227_s,stoneNoise,0,
field_73228_r,noiseArray,0,Holds the overall noise array used in chunk generation
field_73229_q,mapFeaturesEnabled,0,are map structures going to be generated (e.g. strongholds)
field_73230_p,worldObj,0,Reference to the World object.
field_73231_z,biomesForGeneration,0,The biomes that are used to generate the chunk
field_73232_y,ravineGenerator,0,Holds ravine generator
field_73233_x,scatteredFeatureGenerator,0,
field_73235_d,worldObj,0,Reference to the World object.
field_73236_b,chunkMapping,0,The mapping between ChunkCoordinates and Chunks that ChunkProviderClient maintains.
field_73237_c,chunkListing,0,"This may have been intended to be an iterable version of all currently loaded chunks (MultiplayerChunkCache), with identical contents to chunkMapping's values. However it is never actually added to."
field_73238_a,blankChunk,0,The completely empty chunk used by ChunkProviderClient when field_73236_b doesn't contain the requested coordinates.
field_73244_f,loadedChunkHashMap,0,
field_73245_g,loadedChunks,0,
field_73246_d,currentChunkProvider,0,
field_73247_e,currentChunkLoader,0,
field_73248_b,chunksToUnload,0,"used by unload100OldestChunks to iterate the loadedChunkHashMap for unload (underlying assumption, first in, first out)"
field_73249_c,defaultEmptyChunk,0,
field_73250_a,loadChunkOnProvideRequest,0,"if this is false, the defaultEmptyChunk will be returned by the provider"
field_73251_h,worldObj,0,
field_73261_d,locationOfBlockChange,0,
field_73262_e,numberOfTilesToUpdate,0,
field_73263_b,playersInChunk,0,
field_73264_c,chunkLocation,0,note: this is final
field_73265_a,thePlayerManager,0,
field_73286_b,clientPacketIdList,0,List of the client's packet IDs.
field_73287_r,isChunkDataPacket,0,"Only true for Packet51MapChunk, Packet52MultiBlockChange, Packet53BlockChange and Packet59ComplexEntity. Used to separate them into a different send queue."
field_73288_c,serverPacketIdList,0,List of the server's packet IDs.
field_73289_q,sentSize,0,
field_73290_p,sentID,0,Assumed to be sequential by the profiler.
field_73291_a,packetClassToIdMap,0,Maps packet class to packet id
field_73292_n,receivedID,0,
field_73293_o,receivedSize,0,
field_73294_l,packetIdToClassMap,0,Maps packet id to packet class
field_73295_m,creationTimeMillis,0,the system time in milliseconds when this packet was created.
field_73296_b,vehicleEntityId,0,
field_73297_a,entityId,0,
field_73298_b,yPosition,0,Y coordinate of spawn.
field_73299_c,zPosition,0,Z coordinate of spawn.
field_73300_a,xPosition,0,X coordinate of spawn.
field_73301_a,time,0,The world time in minutes.
field_73305_b,verifyToken,0,
field_73306_c,sharedKey,0,Secret AES key decrypted from sharedSecret via the server's private RSA key
field_73307_a,sharedSecret,0,
field_73308_d,signLines,0,
field_73309_b,yPosition,0,
field_73310_c,zPosition,0,
field_73311_a,xPosition,0,
field_73312_b,collectorEntityId,0,The entity that picked up the one from the ground.
field_73313_a,collectedEntityId,0,The entity on the ground that was picked up.
field_73314_f,pitch,0,Pitch of the entity.
field_73315_d,zPosition,0,Z position of the entity.
field_73316_e,yaw,0,Yaw of the entity.
field_73317_b,xPosition,0,X position of the entity.
field_73318_c,yPosition,0,Y position of the entity.
field_73319_a,entityId,0,ID of the entity.
field_73325_d,posZ,0,Z position of the block
field_73326_e,destroyedStage,0,How far destroyed this block is
field_73327_b,posX,0,X posiiton of the block
field_73328_c,posY,0,Y position of the block
field_73329_a,entityId,0,Entity breaking the block
field_73330_d,actionType,0,The type of update to perform on the tile entity.
field_73331_e,customParam1,0,Custom parameter 1 passed to the tile entity on update.
field_73332_b,yPosition,0,The Y position of the tile entity to update.
field_73333_c,zPosition,0,The Z position of the tile entity to update.
field_73334_a,xPosition,0,The X position of the tile entity to update.
field_73335_f,blockId,0,The block ID this action is set for.
field_73336_d,instrumentType,0,"1=Double Bass, 2=Snare Drum, 3=Clicks / Sticks, 4=Bass Drum, 5=Harp"
field_73337_e,pitch,0,The pitch of the note (between 0-24 inclusive where 0 is the lowest and 24 is the highest).
field_73338_b,yLocation,0,
field_73339_c,zLocation,0,
field_73340_a,xLocation,0,
field_73341_d,face,0,Punched face of the block.
field_73342_e,status,0,"Status of the digging (started, ongoing, broken)."
field_73343_b,yPosition,0,Block Y position.
field_73344_c,zPosition,0,Block Z position.
field_73345_a,xPosition,0,Block X position.
field_73357_f,walkSpeed,0,
field_73358_d,isCreativeMode,0,"Used to determine if creative mode is enabled, and therefore if items should be depleted on usage"
field_73359_e,flySpeed,0,
field_73360_b,isFlying,0,Indicates whether the player is flying or not.
field_73361_c,allowFlying,0,Whether or not to allow the player to fly when they double jump.
field_73362_a,disableDamage,0,Disables player damage.
field_73363_b,isConnected,0,Byte that tells whether the player is connected.
field_73364_c,ping,0,
field_73365_a,playerName,0,The player's name.
field_73366_b,state,0,"1=sneak, 2=normal"
field_73367_a,entityId,0,Player ID.
field_73368_a,entityId,0,ID of the entity to be destroyed on the client.
field_73369_d,gameType,0,
field_73370_e,terrainType,0,
field_73371_b,difficulty,0,"The difficulty setting. 0 through 3 for peaceful, easy, normal, hard. The client always sends 1."
field_73372_c,worldHeight,0,Defaults to 128
field_73373_a,respawnDimension,0,
field_73374_b,effectId,0,The ID of the effect which is being removed from an entity.
field_73375_a,entityId,0,The ID of the entity which an effect is being removed from.
field_73379_b,publicKey,0,
field_73380_c,verifyToken,0,
field_73381_a,serverId,0,
field_73382_b,headRotationYaw,0,
field_73383_a,entityId,0,
field_73384_b,itemStack,0,
field_73385_a,slot,0,
field_73386_a,id,0,The block/item id to be equipped.
field_73387_d,motionZ,0,
field_73388_b,motionX,0,
field_73389_c,motionY,0,
field_73390_a,entityId,0,
field_73392_b,metadata,0,
field_73393_a,entityId,0,
field_73394_b,experienceTotal,0,The total experience points.
field_73395_c,experienceLevel,0,The experience level.
field_73396_a,experience,0,The current experience bar points.
field_73398_b,slot,0,"Equipment slot: 0=held, 1-4=armor slot"
field_73399_c,itemSlot,0,The item in the slot format (an ItemStack)
field_73400_a,entityID,0,Entity ID of the object.
field_73409_f,xOffset,0,The offset from xPosition where the actual click took place
field_73410_g,yOffset,0,The offset from yPosition where the actual click took place
field_73411_d,direction,0,The offset to use for block/item placement.
field_73412_e,itemStack,0,
field_73413_b,yPosition,0,
field_73414_c,zPosition,0,
field_73415_a,xPosition,0,
field_73416_h,zOffset,0,The offset from zPosition where the actual click took place
field_73417_d,duration,0,
field_73418_b,effectId,0,
field_73419_c,effectAmplifier,0,The effect's amplifier.
field_73420_a,entityId,0,
field_73421_d,type,0,The new block type for the block.
field_73422_e,metadata,0,Metadata of the block.
field_73423_b,yPosition,0,Block Y position.
field_73424_c,zPosition,0,Block Z position.
field_73425_a,xPosition,0,Block X position.
field_73426_b,itemStack,0,Stack of items
field_73427_a,windowId,0,The id of window which items are being sent for. 0 for player inventory.
field_73428_d,slotsCount,0,
field_73429_b,inventoryType,0,
field_73430_c,windowTitle,0,
field_73431_a,windowId,0,
field_73432_a,windowId,0,
field_73433_b,shortWindowId,0,
field_73434_c,accepted,0,
field_73435_a,windowId,0,The id of the window that the action occurred in.
field_73436_b,uniqueID,0,Contains a unique ID for the item that this packet will be populating.
field_73437_c,itemData,0,Contains a buffer of arbitrary data with which to populate an individual item in the world.
field_73438_a,itemID,0,
field_73439_f,holdingShift,0,
field_73440_d,action,0,"A unique number for the action, used for transaction handling"
field_73441_e,itemStack,0,Item stack for inventory
field_73442_b,inventorySlot,0,The clicked slot (-999 is outside of inventory)
field_73443_c,mouseClick,0,1 when right-clicking and otherwise 0
field_73444_a,window_Id,0,The id of the window which was clicked. 0 for player inventory.
field_73445_b,enchantment,0,"The position of the enchantment on the enchantment table window, starting with 0 as the topmost one."
field_73446_a,windowId,0,
field_73447_a,forceRespawn,0,"0 sent to a netLoginHandler starts the server, 1 sent to NetServerHandler forces a respawn"
field_73448_d,size,0,The size of the arrays.
field_73450_b,zPosition,0,Chunk Z position.
field_73451_c,metadataArray,0,The metadata for each block changed.
field_73452_a,xPosition,0,Chunk X position.
field_73455_d,serverPort,0,
field_73456_b,username,0,
field_73457_c,serverHost,0,
field_73458_a,protocolVersion,0,
field_73464_d,chatColours,0,
field_73465_e,gameDifficulty,0,
field_73466_b,renderDistance,0,
field_73467_c,chatVisisble,0,
field_73468_a,language,0,
field_73469_b,animate,0,
field_73470_a,entityId,0,"The entity ID, in this case it's the player ID."
field_73471_b,amount,0,
field_73472_a,statisticId,0,
field_73474_a,text,0,Sent by the client containing the text to be autocompleted. Sent by the server with possible completions separated by null (two bytes in UTF-16)
field_73476_b,message,0,The message being sent.
field_73477_c,isServer,0,
field_73478_a,maxChatLength,0,Maximum number of characters allowed in chat string in each packet.
field_73490_f,velocityX,0,
field_73491_g,velocityY,0,
field_73492_d,yPosition,0,The Y position of the entity.
field_73493_e,zPosition,0,The Z position of the entity.
field_73494_b,type,0,The type of mob.
field_73495_c,xPosition,0,The X position of the entity.
field_73496_a,entityId,0,The entity ID.
field_73497_j,pitch,0,The pitch of the entity.
field_73498_k,headYaw,0,The yaw of the entity's head.
field_73499_h,velocityZ,0,
field_73500_i,yaw,0,The yaw of the entity.
field_73501_t,metadata,0,
field_73502_s,metaData,0,"Indexed metadata for Mob, terminated by 0x7F"
field_73503_f,title,0,
field_73504_d,zPosition,0,
field_73505_e,direction,0,
field_73506_b,xPosition,0,
field_73507_c,yPosition,0,
field_73508_a,entityId,0,
field_73510_f,rotation,0,The player's rotation.
field_73511_g,pitch,0,The player's pitch.
field_73512_d,yPosition,0,The player's Y position.
field_73513_e,zPosition,0,The player's Z position.
field_73514_b,name,0,The player's name.
field_73515_c,xPosition,0,The player's X position.
field_73516_a,entityId,0,"The entity ID, in this case it's the player ID."
field_73517_j,metadataWatchableObjects,0,
field_73518_h,currentItem,0,The current item the player is holding.
field_73519_i,metadata,0,
field_73520_f,speedY,0,Not sent if the thrower entity ID is 0. The speed of this fireball along the Y axis.
field_73521_g,speedZ,0,Not sent if the thrower entity ID is 0. The speed of this fireball along the Z axis.
field_73522_d,zPosition,0,The Z position of the object.
field_73523_e,speedX,0,Not sent if the thrower entity ID is 0. The speed of this fireball along the X axis.
field_73524_b,xPosition,0,The X position of the object.
field_73525_c,yPosition,0,The Y position of the object.
field_73526_a,entityId,0,Entity ID of the object.
field_73527_h,type,0,The type of object.
field_73528_i,throwerEntityId,0,"0 if not a fireball. Otherwise, this is the Entity ID of the thrower."
field_73529_d,posZ,0,
field_73530_e,xpValue,0,The Orbs Experience points value.
field_73531_b,posX,0,
field_73532_c,posY,0,
field_73533_a,entityId,0,Entity ID for the XP Orb
field_73534_d,posZ,0,
field_73535_e,isLightningBolt,0,
field_73536_b,posX,0,
field_73537_c,posY,0,
field_73538_a,entityID,0,
field_73539_f,pitch,0,The player's pitch rotation.
field_73540_g,onGround,0,True if the client is on the ground.
field_73541_d,stance,0,The player's stance. (boundingBox.minY)
field_73542_e,yaw,0,The player's yaw rotation.
field_73543_b,yPosition,0,The player's Y position.
field_73544_c,zPosition,0,The player's Z position.
field_73545_a,xPosition,0,The player's X position.
field_73546_h,moving,0,Boolean set to true if the player is moving.
field_73547_i,rotating,0,Boolean set to true if the player is rotating.
field_73548_f,pitch,0,The Y axis rotation.
field_73549_g,rotating,0,Boolean set to true if the entity is rotating.
field_73550_d,zPosition,0,The Z axis relative movement.
field_73551_e,yaw,0,The X axis rotation.
field_73552_b,xPosition,0,The X axis relative movement.
field_73553_c,yPosition,0,The Y axis relative movement.
field_73554_a,entityId,0,The ID of this entity.
field_73555_f,difficultySetting,0,The difficulty setting byte.
field_73556_g,worldHeight,0,Defaults to 128
field_73557_d,gameType,0,
field_73558_e,dimension,0,"-1: The Nether, 0: The Overworld, 1: The End"
field_73559_b,terrainType,0,
field_73560_c,hardcoreMode,0,
field_73561_a,clientEntityId,0,The player's entity ID
field_73562_h,maxPlayers,0,The maximum players.
field_73563_d,posY,0,
field_73564_e,posZ,0,
field_73565_b,auxData,0,
field_73566_c,posX,0,
field_73567_a,sfxID,0,
field_73574_f,pitch,0,63 is 100%. Can be more.
field_73575_d,effectZ,0,Effect Z multiplied by 8
field_73576_e,volume,0,1 is 100%. Can be more.
field_73577_b,effectX,0,Effect X multiplied by 8
field_73578_c,effectY,0,Effect Y multiplied by 8
field_73579_a,soundName,0,e.g. step.grass
field_73585_g,dataLength,0,total size of the compressed data
field_73586_d,chunkPosZ,0,
field_73587_e,chunkDataBuffer,0,The compressed chunk data buffer
field_73589_c,chunkPostX,0,
field_73591_h,chunkDataNotCompressed,0,
field_73592_a,randomId,0,
field_73595_f,chunkData,0,"The transmitted chunk data, decompressed."
field_73596_g,compressedChunkData,0,The compressed chunk data
field_73597_d,yChMax,0,"The y-position of the highest chunk Section in the transmitted chunk, in chunk coordinates."
field_73598_e,includeInitialize,0,Whether to initialize the Chunk before applying the effect of the Packet51MapChunk.
field_73599_b,zCh,0,"The z-position of the transmitted chunk, in chunk coordinates."
field_73600_c,yChMin,0,"The y-position of the lowest chunk Section in the transmitted chunk, in chunk coordinates."
field_73601_a,xCh,0,"The x-position of the transmitted chunk, in chunk coordinates."
field_73602_h,tempLength,0,The length of the compressed chunk data byte array.
field_73603_i,temp,0,A temporary storage for the compressed chunk data byte array.
field_73604_b,targetEntity,0,The entity the player is interacting with
field_73605_c,isLeftClick,0,Seems to be true when the player is pointing at an entity and left-clicking and false when right-clicking.
field_73606_a,playerEntityId,0,The entity of the player (ignored by the server)
field_73610_f,playerVelocityX,0,X velocity of the player being pushed by the explosion
field_73611_g,playerVelocityY,0,Y velocity of the player being pushed by the explosion
field_73612_d,explosionSize,0,
field_73613_e,chunkPositionRecords,0,
field_73614_b,explosionY,0,
field_73615_c,explosionZ,0,
field_73616_a,explosionX,0,
field_73617_h,playerVelocityZ,0,Z velocity of the player being pushed by the explosion
field_73618_b,eventType,0,"0: Invalid bed, 1: Rain starts, 2: Rain stops, 3: Game mode changed."
field_73619_c,gameMode,0,"When reason==3, the game mode to set.  See EnumGameType for a list of values."
field_73620_a,clientMessage,0,The client prints clientMessage[eventType] to chat when this packet is received.
field_73621_d,bedZ,0,
field_73623_b,bedX,0,
field_73624_c,bedY,0,
field_73625_a,entityID,0,
field_73626_b,entityStatus,0,"2 for hurt, 3 for dead"
field_73627_a,entityId,0,
field_73628_b,length,0,Length of the data to be read
field_73629_c,data,0,Any data
field_73630_a,channel,0,Name of the 'channel' used to send data
field_73631_a,reason,0,Displayed to the client when the connection terminates.
field_73632_b,progressBar,0,"Which of the progress bars that should be updated. (For furnaces, 0 = progress arrow, 1 = fire icon)"
field_73633_c,progressBarValue,0,"The value of the progress bar. The maximum values vary depending on the progress bar. Presumably the values are specified as in-game ticks. Some progress bar values increase, while others decrease. For furnaces, 0 is empty, full progress arrow = about 180, full fire icon = about 250)"
field_73634_a,windowId,0,The id of the window that the progress bar is in.
field_73635_b,itemSlot,0,Slot that should be updated
field_73636_c,myItemStack,0,Item stack
field_73637_a,windowId,0,The window which is being updated. 0 for player inventory
field_73638_b,food,0,
field_73639_c,foodSaturation,0,Players logging on get a saturation of 5.0. Eating food increases the saturation as well as the food bar.
field_73640_a,healthMP,0,Variable used for incoming health packets
field_73661_d,updateTime,0,
field_73662_b,y,0,
field_73663_c,z,0,
field_73664_a,x,0,
field_73672_b,properties,0,
field_73673_c,associatedFile,0,
field_73674_a,logger,0,Reference to the logger.
field_73692_f,banEndDate,0,
field_73693_g,reason,0,
field_73694_d,banStartDate,0,
field_73695_e,bannedBy,0,
field_73697_c,username,0,
field_73698_a,dateFormat,0,
field_73701_b,sender,0,
field_73702_a,command,0,The command string.
field_73713_b,fileName,0,
field_73714_c,listActive,0,set to true if not singlePlayer
field_73715_a,theBanList,0,
field_73716_a,theServer,0,Instance of MinecraftServer.
field_73725_b,mc,0,A reference to the Minecraft object.
field_73726_c,currentlyDisplayedText,0,The text currently displayed (i.e. the argument to the last call to printText or func_73722_d)
field_73735_i,zLevel,0,
field_73741_f,id,0,ID for this control.
field_73742_g,enabled,0,"True if this control is enabled, false to disable."
field_73743_d,yPosition,0,The y position of this control.
field_73744_e,displayString,0,The string displayed on this control.
field_73745_b,height,0,Button height in pixels
field_73746_c,xPosition,0,The x position of this control.
field_73747_a,width,0,Button width in pixels
field_73748_h,drawButton,0,Hides the button completely if false.
field_73749_j,mirrored,0,"If true, then next page button will face to right, if false then next page button will face to left."
field_73750_l,idFloat,0,Additional ID for this slider control.
field_73751_j,sliderValue,0,The value of this slider control.
field_73752_k,dragging,0,Is this slider control being dragged.
field_73754_j,enumOptions,0,
field_73755_j,nextPage,0,"True for pointing right (next page), false for pointing left (previous page)."
field_73770_b,sentMessages,0,A list of messages previously sent through the chat GUI
field_73771_c,chatLines,0,Chat lines to be displayed in the chat box
field_73772_a,mc,0,The Minecraft instance.
field_73775_b,mc,0,
field_73776_a,particles,0,
field_73809_f,text,0,Have the current text beign edited on the textbox.
field_73810_g,maxStringLength,0,
field_73811_d,width,0,The width of this text field.
field_73812_e,height,0,
field_73813_b,xPos,0,
field_73814_c,yPos,0,
field_73815_a,fontRenderer,0,Have the font renderer from GuiScreen to render the textbox text into the screen.
field_73816_n,lineScrollOffset,0,The current character index that should be used as start of the rendered text.
field_73817_o,cursorPosition,0,
field_73818_l,isFocused,0,"If this value is true along isEnabled, keyTyped will process the keys."
field_73819_m,isEnabled,0,"If this value is true along isFocused, keyTyped will process the keys."
field_73820_j,enableBackgroundDrawing,0,
field_73821_k,canLoseFocus,0,if true the textbox can lose focus by clicking elsewhere on the screen
field_73822_h,cursorCounter,0,
field_73823_s,visible,0,True if this textbox is visible
field_73824_r,disabledColor,0,
field_73825_q,enabledColor,0,
field_73826_p,selectionEnd,0,"other selection position, maybe the same as the cursor"
field_73837_f,updateCounter,0,
field_73838_g,recordPlaying,0,The string specifying which record music is playing
field_73839_d,mc,0,
field_73840_e,persistantChatGUI,0,ChatGUI instance that retains all previous chat data
field_73841_b,itemRenderer,0,
field_73842_c,rand,0,
field_73843_a,prevVignetteBrightness,0,Previous frame vignette brightness (slowly changes by 1% each frame)
field_73844_j,recordIsPlaying,0,
field_73845_h,recordPlayingUpFor,0,How many ticks the record playing message will be displayed
field_73850_f,theAchievement,0,Holds the achievement that will be displayed on the GUI.
field_73851_g,achievementTime,0,
field_73852_d,achievementGetLocalText,0,
field_73853_e,achievementStatName,0,
field_73854_b,achievementWindowWidth,0,Holds the latest width scaled to fit the game window.
field_73855_c,achievementWindowHeight,0,Holds the latest height scaled to fit the game window.
field_73856_a,theGame,0,Holds the instance of the game (Minecraft)
field_73857_j,haveAchiement,0,
field_73858_h,itemRender,0,"Holds a instance of RenderItem, used to draw the achievement icons on screen (is based on ItemStack)"
field_73880_f,width,0,The width of the screen object.
field_73881_g,height,0,The height of the screen object.
field_73882_e,mc,0,Reference to the Minecraft object.
field_73883_a,selectedButton,0,The button that was just pressed.
field_73884_l,guiParticles,0,
field_73885_j,allowUserInput,0,
field_73886_k,fontRenderer,0,The FontRenderer used by GuiScreen
field_73887_h,buttonList,0,A list of all the buttons in this container.
field_73888_d,theChatOptions,0,
field_73889_b,theGuiScreen,0,Instance of GuiScreen.
field_73890_c,theSettings,0,Instance of GameSettings file.
field_73891_a,allScreenChatOptions,0,An array of all EnumOptions which are to do with chat.
field_73899_c,sentHistoryCursor,0,"keeps position of which chat message you will select when you press up, (does not increase for duplicated messages sent immediately after each other)"
field_73900_q,defaultInputFieldText,0,is the text that appears when you press the chat key and the input box appears pre-filled
field_73901_a,inputField,0,Chat entry field
field_73902_p,clickedURI,0,used to pass around the URI to various dialogues and to the host os
field_73908_d,buttonId,0,The ID of the  button that has been pressed.
field_73909_b,parentScreen,0,A reference to the screen object that created this. Used for navigating between screens.
field_73910_c,options,0,Reference to the GameSettings object.
field_73911_a,screenTitle,0,The title string that is displayed in the top-center of the screen.
field_73915_D,localizedNewWorldText,0,"E.g. New World, Neue Welt, Nieuwe wereld, Neuvo Mundo"
field_73916_E,worldTypeId,0,
field_73917_F,ILLEGAL_WORLD_NAMES,0,"If the world name is one of these, it'll be surrounded with underscores."
field_73918_d,folderName,0,
field_73919_b,textboxWorldName,0,
field_73920_A,gameModeDescriptionLine1,0,The first line of text describing the currently selected game mode.
field_73921_c,textboxSeed,0,
field_73922_B,gameModeDescriptionLine2,0,The second line of text describing the currently selected game mode.
field_73923_C,seed,0,The current textboxSeed text
field_73924_a,parentGuiScreen,0,
field_73925_n,generateStructures,0,
field_73926_o,commandsAllowed,0,
field_73927_m,gameMode,0,"hardcore', 'creative' or 'survival"
field_73928_w,buttonGenerateStructures,0,The GuiButton in the 'More World Options' screen. Toggles ON/OFF
field_73929_v,moreWorldOptions,0,The GUIButton that you click to get to options like the seed when creating a world.
field_73930_u,buttonGameMode,0,The GUIButton that you click to change game modes.
field_73931_t,moreOptions,0,"True if the extra options (Seed box, structure toggle button, world type button, etc.) are being shown"
field_73932_s,createClicked,0,
field_73933_r,isHardcore,0,"True if and only if gameMode.equals(""hardcore"")"
field_73934_q,bonusItems,0,toggles when GUIButton 7 is pressed
field_73935_p,commandsToggled,0,True iif player has clicked buttonAllowCommands at least once
field_73936_z,buttonAllowCommands,0,
field_73937_y,buttonWorldType,0,The GuiButton in the more world options screen.
field_73938_x,buttonBonusItems,0,
field_73939_d,buttonText2,0,The text shown for the second button in GuiYesNo
field_73940_b,message1,0,First line of text.
field_73941_c,buttonText1,0,The text shown for the first button in GuiYesNo
field_73942_a,parentScreen,0,A reference to the screen object that created this. Used for navigating between screens.
field_73943_n,worldNumber,0,World number to be deleted.
field_73944_m,message2,0,Second line of text.
field_73946_b,copyLinkButtonText,0,Label for the Copy to Clipboard button.
field_73947_a,openLinkWarning,0,Text to warn players from opening unsafe links.
field_73964_d,guiTexturePackSlot,0,the GuiTexturePackSlot that contains all the texture packs and their descriptions
field_73965_b,refreshTimer,0,
field_73966_c,fileLocation,0,the absolute location of this texture pack
field_73967_a,guiScreen,0,
field_73973_d,buttonResetDemo,0,
field_73974_b,updateCounter,0,Counts the number of screen updates.
field_73975_c,splashText,0,The splash message.
field_73976_a,rand,0,The RNG used by the Main Menu Screen.
field_73977_n,viewportTexture,0,Texture allocated for the current viewport of the main menu's panorama background.
field_73978_o,titlePanoramaPaths,0,An array of all the paths to the panorama pictures.
field_73979_m,panoramaTimer,0,"Timer used to rotate the panorama, increases every tick."
field_73980_d,updateCounter,0,Counts the number of screen updates.
field_73981_b,allowedCharacters,0,This String is just a local copy of the characters allowed in text rendering of minecraft.
field_73982_c,entitySign,0,Reference to the sign object.
field_73983_a,screenTitle,0,The title string that is displayed in the top-center of the screen.
field_73984_m,editLine,0,The number of the line that is being edited.
field_73988_b,lines,0,List of lines on the ending poem and credits.
field_73990_a,updateCounter,0,Counts the number of screen updates.
field_73991_d,serverTextField,0,
field_73992_b,guiScreen,0,Needed a change as a local variable was conflicting on construct
field_73993_c,theServerData,0,Instance of ServerData.
field_73995_a,cooldownTimer,0,"The cooldown timer for the buttons, increases every tick and enables all buttons when reaching 20."
field_73996_d,newServerData,0,ServerData to be modified by this GUI
field_73997_b,serverAddress,0,
field_73998_c,serverName,0,
field_73999_a,parentGui,0,This GUI's parent GUI.
field_74000_b,message2,0,Unused class. Would contain a message drawn to the center of the screen.
field_74001_a,message1,0,Unused class. Would contain a message drawn to the center of the screen.
field_74022_d,serverSlotContainer,0,Slot container for the server list
field_74023_b,lock,0,Lock object for use with synchronized()
field_74025_c,parentScreen,0,A reference to the screen object that created this. Used for navigating between screens.
field_74026_B,listofLanServers,0,
field_74027_a,threadsPending,0,Number of outstanding ThreadPollServers threads
field_74028_n,selectedServer,0,Index of the currently selected server
field_74030_m,internetServerList,0,
field_74031_w,theServerData,0,Instance of ServerData.
field_74032_v,lagTooltip,0,This GUI's lag tooltip text or null if no lag icon is being hovered.
field_74033_u,directClicked,0,The 'Direct Connect' button was clicked
field_74034_t,editClicked,0,The 'Edit' button was clicked
field_74035_s,addClicked,0,The 'Add server' button was clicked
field_74036_r,deleteClicked,0,The 'Delete' button was clicked
field_74037_q,buttonDelete,0,The 'Delete' button
field_74038_p,buttonSelect,0,The 'Join Server' button
field_74039_z,ticksOpened,0,How many ticks this Gui is already opened
field_74040_y,localServerFindThread,0,
field_74041_x,localNetworkServerList,0,
field_74044_d,theGameSettings,0,For saving the user's language selection to disk.
field_74045_b,updateTimer,0,"Timer used to update texture packs, decreases every tick and is reset to 20 and updates texture packs upon reaching 0."
field_74046_c,languageList,0,This GUI's language list.
field_74047_a,parentGui,0,This GUI's parent GUI.
field_74048_m,doneButton,0,This GUI's 'Done' button.
field_74049_b,updateCounter,0,Counts the number of screen updates.
field_74050_a,updateCounter2,0,"Also counts the number of updates, not certain as to why yet."
field_74051_d,options,0,Reference to the GameSettings object.
field_74052_b,relevantOptions,0,An array of options that can be changed directly from the options GUI.
field_74053_c,parentScreen,0,A reference to the screen object that created this. Used for navigating between screens.
